order,family,genus,species,sex.system,SCS,scs.notes,fem.2n,mal.2n,hap
Orthoptera,Romaleidae,Xyleus,Xyleus_sp._1,,XO,,24,23,12
Orthoptera,Romaleidae,Xyleus,Xyleus_sp._2,,XO,,24,23,12
Orthoptera,Romaleidae,Xyleus,Xyleus_sp._3,,XO,,24,23,12
Orthoptera,Romaleidae,Zoniopoda,Zoniopoda_hempeli,,XO,,24,23,12
Orthoptera,Romaleidae,Zoniopoda,Zoniopoda_iheringi,,XY,,22,22,11
Orthoptera,Romaleidae,Zoniopoda,Zoniopoda_juncorum,,XO,,24,23,12
Orthoptera,Romaleidae,Zoniopoda,Zoniopoda_omnicolor,,XO,,24,23,12
Orthoptera,Romaleidae,Zoniopoda,Zoniopoda_similis,,XO,,24,23,12
Orthoptera,Romaleidae,Zoniopoda,Zoniopoda_tarsata,,XO,,24,23,12
Orthoptera,Acrididae,Zygoclistron,Zygoclistron_falconinum,,XY,,20,20,10
Orthoptera,Acrididae,Zygoclistron,Zygoclistron_nasicum,,XY,,20,20,10
Orthoptera,Acrididae,Zygoclistron,Zygoclistron_trachystictum,,XY,,20,20,10
